recall_id,clause_id,clause_text
604b2da4f24a3d7a227553a0,6,"Even though I didn't like hunting, we used to go hunting together, hunting animals like squirrels."
604b2da4f24a3d7a227553a0,7,"One time, the boys decided to go hunt a bear in Canada."
604b2da4f24a3d7a227553a0,8,I didn't like the idea but had to go along because my friends wanted to go hunting.
604b2da4f24a3d7a227553a0,9,We left Fort Wayne and went further north into the northern forests of Canada.
604b2da4f24a3d7a227553a0,10,We reached a lake and took canoes out until we couldn't go further.
604b2da4f24a3d7a227553a0,11,We then hiked for 500 miles until we reached our cabin.
604b2da4f24a3d7a227553a0,12,"We didn't want to hunt a bear, so we stayed in the cabin for four or five days, playing cards."
604b2da4f24a3d7a227553a0,13,"After four or five days, one of the boys said we need to hunt a bear or the people we told back home would laugh at us."
604b2da4f24a3d7a227553a0,14,So we decided whoever pulled the highest card would have to hunt the bear.
604b2da4f24a3d7a227553a0,15,Guess who got picked?
604b2da4f24a3d7a227553a0,16,"The guy who didn't even want to go hunting, me!"
604b2da4f24a3d7a227553a0,17,I walked for bit until I found a huge bear.
604b2da4f24a3d7a227553a0,18,I didn't even see one so big in pictures.
604b2da4f24a3d7a227553a0,19,I took the shot and missed.
604b2da4f24a3d7a227553a0,20,The bear chased me and I ran as fast as I could.
604b2da4f24a3d7a227553a0,21,"When I was close to the cabin, I shouted, ""OPEN THE DOOR! OPEN THE DOOR!"" and quickly turned sharply left."
604b2da4f24a3d7a227553a0,22,"The bear ran straight through the door into the cabin, and I said, ""There, I brought you a bear."""
604b2da4f24a3d7a227553a0,23,It's no wonder the guys don't take me hunting since this event.
604b2da4f24a3d7a227553a0,24,This happened 30 years ago.
5d8154a847a45600189e8f35,1,This person talked about their group of friends
5d8154a847a45600189e8f35,2,that they met in 1949
5d8154a847a45600189e8f35,3,or possibly before that.
5d8154a847a45600189e8f35,4,They went to high school together
5d8154a847a45600189e8f35,5,and college.
5d8154a847a45600189e8f35,6,The other 3 were city boys
5d8154a847a45600189e8f35,7,but the narrator was grew up on a farm.
5d8154a847a45600189e8f35,8,"So the city boys would go to the farm to hunt,"
5d8154a847a45600189e8f35,9,"especially rabbits, etc."
5d8154a847a45600189e8f35,10,After some time the friends suggested going bear hunting in Canada.
5d8154a847a45600189e8f35,11,"Despite the narrator being reluctant,"
5d8154a847a45600189e8f35,12,they still went along with it.
5d8154a847a45600189e8f35,13,The place they ended up going to was so spooky
5d8154a847a45600189e8f35,14,that they decided to stay in the cabin
5d8154a847a45600189e8f35,15,and not to go looking for a bear.
5d8154a847a45600189e8f35,16,They played cards
5d8154a847a45600189e8f35,17,and passed the time.
5d8154a847a45600189e8f35,18,After a a few days they decided to find a bear
5d8154a847a45600189e8f35,19,so they wouldn't lose face when they returned.
5d8154a847a45600189e8f35,20,They decided to draw straws
5d8154a847a45600189e8f35,21,and the narrator was picked to find a bear
5d8154a847a45600189e8f35,22,but the friends would need to skin the bear.
5d8154a847a45600189e8f35,23,The narrator went out and found a bear
5d8154a847a45600189e8f35,24,but had forgotten to load the gun
5d8154a847a45600189e8f35,25,so didn't shoot the bear
5d8154a847a45600189e8f35,26,but was chased by the bear all the way back to cabin.
5d8154a847a45600189e8f35,27,"So, despite not killing the bear"
5d8154a847a45600189e8f35,28,the narrator fulfilled their promise of 'getting a bear'.
5d8154a847a45600189e8f35,29,"Since that time,"
5d8154a847a45600189e8f35,30,the narrator hasn't been asked to go hunting ever again!
5deba29b787ce529a9725c54,1,The narrator of the story tells how he knew 3 good friends whom met years before going to college.
5deba29b787ce529a9725c54,2,They became close buddies at College.
5deba29b787ce529a9725c54,3,The main character lived on a farm and the other 3 were city boys.
5deba29b787ce529a9725c54,4,The city boys liked to spend time on the farm and enjoyed helping with chores and particularly hunting.
5deba29b787ce529a9725c54,5,The main character did not enjoy hunting at all.
5deba29b787ce529a9725c54,6,"However later on his 3 friends wanted to go and hunt Bears, so they took off to Canada with the idea to catch and kill a bear and take home."
5deba29b787ce529a9725c54,7,When they arrived in Canada their lodgings were deep in the woods which they found quite scary.
5deba29b787ce529a9725c54,8,None of the men wanted to go out at all and stayed inside for days.
5deba29b787ce529a9725c54,9,Then they decided that they could not go home without taking a bear to show people the results of the Bear hunt and they decided to draw cards as to which one of them would go out and hunt the Bear.
5deba29b787ce529a9725c54,10,"The main character happened to draw the highest card even thought this was his worst case scenario, he did go out and eventually found a bear."
5deba29b787ce529a9725c54,11,"He became so frightened he could not kill it, instead he turned and ran back to the cabin."
5deba29b787ce529a9725c54,12,"As he got close he shouted to his friends to open the door, the Bear was right on his heels."
5deba29b787ce529a9725c54,13,"They opened the door he ran in and turned to the left, with the Bear following him into the cabin."
5deba29b787ce529a9725c54,14,'There' he said to his friends I did what you asked me!
656a013de5b47a977ee5c6a0,1,A man made friends at university with three other men.
656a013de5b47a977ee5c6a0,2,"They had all previously known each other at school, through high-school athletics."
656a013de5b47a977ee5c6a0,3,The man grew up on a farm.
656a013de5b47a977ee5c6a0,4,"The other three, who were city boys, visited him on the farm."
656a013de5b47a977ee5c6a0,5,They went shooting rabbits and squirrels.
656a013de5b47a977ee5c6a0,6,The man wasn't that keen on hunting.
656a013de5b47a977ee5c6a0,7,It was part of rural life.
656a013de5b47a977ee5c6a0,8,His three friends loved it.
656a013de5b47a977ee5c6a0,9,"After graduating university, and several years friendship, the group came up with a plan to go bear hunting."
656a013de5b47a977ee5c6a0,10,The man really wasn't keen on this.
656a013de5b47a977ee5c6a0,11,He was talked into it.
656a013de5b47a977ee5c6a0,12,"The four of them went to Canada, to the North Woods to hunt their bear."
656a013de5b47a977ee5c6a0,13,The trip was long.
656a013de5b47a977ee5c6a0,14,It required a five hundred mile hike to get to the cabin they had booked.
656a013de5b47a977ee5c6a0,15,"Once there they spent the first three days not hunting bears, but instead hanging out, playing cards and so on."
656a013de5b47a977ee5c6a0,16,"On the penultimate night, they decided that they would look very silly if they returned with no bear."
656a013de5b47a977ee5c6a0,17,So they decided that one of them would go out the next day to hunt a bear.
656a013de5b47a977ee5c6a0,18,"Then the other three would skin the bear and prepare it to take home, down south."
656a013de5b47a977ee5c6a0,19,"The protagonist drew the short straw, and was the hunter."
656a013de5b47a977ee5c6a0,20,The next day the man went out and walked for a very long time looking for a bear to no avail.
656a013de5b47a977ee5c6a0,21,"Eventually, he saw an enormous bear."
656a013de5b47a977ee5c6a0,22,He drew his gun.
656a013de5b47a977ee5c6a0,23,But then realized that he hadn't loaded it.
656a013de5b47a977ee5c6a0,24,So he couldn't shoot it.
656a013de5b47a977ee5c6a0,25,The bear was not happy so started to chase him.
656a013de5b47a977ee5c6a0,26,"The man ran, as fast as he could, back to the cabin, with the bear in hot pursuit."
656a013de5b47a977ee5c6a0,27,As he approached the cabin he shouted for his friends to open the door.
656a013de5b47a977ee5c6a0,28,"As he was nearly at the cabin, the man feigned left."
656a013de5b47a977ee5c6a0,29,The bear ran straight into the cabin.
656a013de5b47a977ee5c6a0,30,The man closed the door after him.
656a013de5b47a977ee5c6a0,31,The man is still friendly with the other three.
656a013de5b47a977ee5c6a0,32,But they have never since invited him to go hunting with them.
66a6a5ef86f60251fc4534ad,1,"The story was about three friends he met in 1949 when he started college,"
66a6a5ef86f60251fc4534ad,2,but he met them before that.
66a6a5ef86f60251fc4534ad,3,They had all been high school athletes at different schools.
66a6a5ef86f60251fc4534ad,4,After graduation they all enrolled in school at the same school.
66a6a5ef86f60251fc4534ad,5,Where they became good friends.
66a6a5ef86f60251fc4534ad,6,He lived on a farm and the others all lived in the city.
66a6a5ef86f60251fc4534ad,7,They were all big men who would come to the farm and hunt.
66a6a5ef86f60251fc4534ad,8,They would hunt for rabbits and squirrels.
66a6a5ef86f60251fc4534ad,9,They did this for several years.
66a6a5ef86f60251fc4534ad,10,One of them now wanted to go to Canada to hunt bears.
66a6a5ef86f60251fc4534ad,11,They took a plane out of Fort Wayne and landed in Canada and went straight to a lake and rented canoes.
66a6a5ef86f60251fc4534ad,12,They went way up north in the woods.
66a6a5ef86f60251fc4534ad,13,Them backpacked the rest of the way.
66a6a5ef86f60251fc4534ad,14,They got set up in a cabin.
66a6a5ef86f60251fc4534ad,15,They sat around for three or four days and played cards.
66a6a5ef86f60251fc4534ad,16,They never ventured outside at night.
66a6a5ef86f60251fc4534ad,17,They played a game where the high card would go out into the woods.
66a6a5ef86f60251fc4534ad,18,And he got the high card and took the gun to go bear hunting.
66a6a5ef86f60251fc4534ad,19,He then found a big old bear and he tried to shoot it but nothing happened.
66a6a5ef86f60251fc4534ad,20,He missed and ran away from the old bear.
66a6a5ef86f60251fc4534ad,21,He was shouting open the door to the cabin.
66a6a5ef86f60251fc4534ad,22,This all happened 30 years ago and they have not asked him to go hunting again.
66a64703e3e5dc31b47f050c,1,"A man met his 3 friends in 1949,"
66a64703e3e5dc31b47f050c,2,actually they knew of each other before that due to sports
66a64703e3e5dc31b47f050c,3,but they started college together in 1949.
66a64703e3e5dc31b47f050c,4,"He was from a farming background,"
66a64703e3e5dc31b47f050c,5,the other 3 were city boys.
66a64703e3e5dc31b47f050c,6,All 4 of them used to go back to his farm for breaks.
66a64703e3e5dc31b47f050c,7,"They loved hunting,"
66a64703e3e5dc31b47f050c,8,he didn't.
66a64703e3e5dc31b47f050c,9,"They decided to go to hunt a bear in Canada,"
66a64703e3e5dc31b47f050c,10,the man really didn't want to go
66a64703e3e5dc31b47f050c,11,"but he had always been part of the group,"
66a64703e3e5dc31b47f050c,12,so he went.
66a64703e3e5dc31b47f050c,13,"It took them a long time to get there,"
66a64703e3e5dc31b47f050c,14,the man felt like he trekked 500 miles.
66a64703e3e5dc31b47f050c,15,"When they arrived at the cabin,"
66a64703e3e5dc31b47f050c,16,it was very scary
66a64703e3e5dc31b47f050c,17,and none of them wanted to leave.
66a64703e3e5dc31b47f050c,18,None of them left at night
66a64703e3e5dc31b47f050c,19,and none of them wanted to hunt a bear.
66a64703e3e5dc31b47f050c,20,One of them said 'we must hunt a bear and take one back as people know we are coming out here'.
66a64703e3e5dc31b47f050c,21,"So they decided to split cards,"
66a64703e3e5dc31b47f050c,22,whoever got the highest card had to go out and hunt the bear.
66a64703e3e5dc31b47f050c,23,The man who didn't want to go got the highest card
66a64703e3e5dc31b47f050c,24,so out he went.
66a64703e3e5dc31b47f050c,25,He eventually found a bear
66a64703e3e5dc31b47f050c,26,and shot at it
66a64703e3e5dc31b47f050c,27,but nothing happened...
66a64703e3e5dc31b47f050c,28,he hadn't loaded the gun.
66a64703e3e5dc31b47f050c,29,"The bear started running at him,"
66a64703e3e5dc31b47f050c,30,and the man ran as fast as he could to the cabin.
66a64703e3e5dc31b47f050c,31,He was shouting 'open the door'
66a64703e3e5dc31b47f050c,32,"and the men opened the door,"
66a64703e3e5dc31b47f050c,33,the man took a sharp left
66a64703e3e5dc31b47f050c,34,and the bear ran in the cabin door.
66a64703e3e5dc31b47f050c,35,The man closed the cabin door from outside
66a64703e3e5dc31b47f050c,36,"and shouted 'here is your bear, now you skin him and I will get another one'."
66a64703e3e5dc31b47f050c,37,This happened 30 years ago
66a64703e3e5dc31b47f050c,38,"and although the 3 men said he stuck to his word,"
66a64703e3e5dc31b47f050c,39,they have never invited him hunting again.
5ca8eaf9bd0f9e0001c7d7fa,1,"The story was about someone and his three friends,"
5ca8eaf9bd0f9e0001c7d7fa,2,who he became friends with in high school.
5ca8eaf9bd0f9e0001c7d7fa,3,Prior to that high school he knew them as acquaintances
5ca8eaf9bd0f9e0001c7d7fa,4,as they were in different high schools before that
5ca8eaf9bd0f9e0001c7d7fa,5,and were all involved with athletics.
5ca8eaf9bd0f9e0001c7d7fa,6,They met or became friends in 1949.
5ca8eaf9bd0f9e0001c7d7fa,7,He lived on a farm
5ca8eaf9bd0f9e0001c7d7fa,8,and his friends lived in the city.
5ca8eaf9bd0f9e0001c7d7fa,9,"His friends would help him sometimes on the farm,"
5ca8eaf9bd0f9e0001c7d7fa,10,including with chores.
5ca8eaf9bd0f9e0001c7d7fa,11,"His friends liked to hunt,"
5ca8eaf9bd0f9e0001c7d7fa,12,"including squirrel hunting,"
5ca8eaf9bd0f9e0001c7d7fa,13,however he was not that interested in hunting.
5ca8eaf9bd0f9e0001c7d7fa,14,One of his friends suggested bear hunting in Canada.
5ca8eaf9bd0f9e0001c7d7fa,15,He went along with his friends for the experience.
5ca8eaf9bd0f9e0001c7d7fa,16,They got an aeroplane to Fort Wayne
5ca8eaf9bd0f9e0001c7d7fa,17,"then another aeroplane to Canada,"
5ca8eaf9bd0f9e0001c7d7fa,18,"did some backpacking,"
5ca8eaf9bd0f9e0001c7d7fa,19,used a canoe
5ca8eaf9bd0f9e0001c7d7fa,20,and they stayed in a cabin.
5ca8eaf9bd0f9e0001c7d7fa,21,They played card games etc. in that cabin.
5ca8eaf9bd0f9e0001c7d7fa,22,He and his friends changed their minds about bear hunting
5ca8eaf9bd0f9e0001c7d7fa,23,however one of his friends mentioned that if they did not hunt a bear then it would let down the expectations of other people.
5ca8eaf9bd0f9e0001c7d7fa,24,It was decided that whoever out of them got the highest card would be the one to bear hunt
5ca8eaf9bd0f9e0001c7d7fa,25,and the others would skin etc. the bear.
5ca8eaf9bd0f9e0001c7d7fa,26,"He, the one out of them who did not want to bear hunt in the first place, got the highest card."
5ca8eaf9bd0f9e0001c7d7fa,27,He went with a gun to go bear hunting
5ca8eaf9bd0f9e0001c7d7fa,28,and after a while spotted a bear which was bigger than any he had seen in photos.
5ca8eaf9bd0f9e0001c7d7fa,29,He tried using that gun to shoot the bear
5ca8eaf9bd0f9e0001c7d7fa,30,however realised that the gun was not loaded.
5ca8eaf9bd0f9e0001c7d7fa,31,The bear was not happy that he was on their territory
5ca8eaf9bd0f9e0001c7d7fa,32,and quickly chased him.
5ca8eaf9bd0f9e0001c7d7fa,33,He got to the cabin
5ca8eaf9bd0f9e0001c7d7fa,34,and shouted at his friends to let him in.
5ca8eaf9bd0f9e0001c7d7fa,35,He eventually got away from the bear.
65be59f9d75c57ef759fd8d1,1,"Four athletic friends, who had known each other through school and college went on a bear hunt."
65be59f9d75c57ef759fd8d1,2,One of the friends grew up in the countryside on a farm and the other three lived in the city.
65be59f9d75c57ef759fd8d1,3,The three city boys would often visit the friend at the farm as they enjoyed the outdoor life.
65be59f9d75c57ef759fd8d1,4,"The farm boy, although not excited by hunting, would take his friends hunting for squirrels and rabbits, to please them."
65be59f9d75c57ef759fd8d1,5,"When the three city boys suggested going on a bear hunt, the farm boy felt obliged."
65be59f9d75c57ef759fd8d1,6,After flying to the forest and hiking 500 miles they reached a cabin to stay in.
65be59f9d75c57ef759fd8d1,7,The forest looked spooky and neither of them wanted to risk hunting for a bear.
65be59f9d75c57ef759fd8d1,8,"After three or four days, they decided the shame of going home without a bear was too much."
65be59f9d75c57ef759fd8d1,9,"They drew cards to decide who would go and hunt the bear, with the other three required to butcher and skin the bear."
65be59f9d75c57ef759fd8d1,10,"The farm boy, who was not keen on the bear hunt in the first place, drew the highest card and unwillingly took the gun and went to find a bear."
65be59f9d75c57ef759fd8d1,11,"After a while he came upon the largest bear he had ever seen, in real life or photo."
65be59f9d75c57ef759fd8d1,12,"The bear was clearly not happy about him being on his territory and as he made towards him, the man tried to take a shot."
65be59f9d75c57ef759fd8d1,13,"However, the gun was not loaded and the man was forced to run for his life."
65be59f9d75c57ef759fd8d1,14,He approached the cabin as the bear was gaining on him.
65be59f9d75c57ef759fd8d1,15,The man shouted to his friends to open the cabin door.
65be59f9d75c57ef759fd8d1,16,"The man turned at the last minute, just to see the bear enter the cabin."
65be59f9d75c57ef759fd8d1,17,"The man said ""Here's the bear for you, like you asked. I am going back out to find another""."
65be59f9d75c57ef759fd8d1,18,"Unsurprisingly, the three city boys never asked the farm boy to ever go hunting again."
5ea2d9b1159f0e2092bc0210,1,"Four friends, all met in school."
5ea2d9b1159f0e2092bc0210,2,"One from the farm, three from the city."
5ea2d9b1159f0e2092bc0210,3,"They enjoyed hunting at the one friend's farm, all except the farm boy."
5ea2d9b1159f0e2092bc0210,4,"They decided to go bear hunting in Canada, all wanted to go except the farm boy."
5ea2d9b1159f0e2092bc0210,5,"They took a plane to Canada, went on a canoe then backpacked to their rented cabin."
5ea2d9b1159f0e2092bc0210,6,"Once they got there, they realised they didn't really want to go hunting at all."
5ea2d9b1159f0e2092bc0210,7,"So they sat in the cabin, playing cards and having a nice time."
5ea2d9b1159f0e2092bc0210,8,"They then thought, we need to shoot a bear otherwise the people back home will think they failed."
5ea2d9b1159f0e2092bc0210,9,So they decide to draw cards to see who will go.
5ea2d9b1159f0e2092bc0210,10,"The farm boy pulls the high card, so he must go to the woods to shoot a bear."
5ea2d9b1159f0e2092bc0210,11,While the others will skin and prepare it to take it home.
5ea2d9b1159f0e2092bc0210,12,"Off the boy goes into the woods, and he comes across an enormous bear."
5ea2d9b1159f0e2092bc0210,13,"He pulls the trigger on his gun, but has forgotten to load it."
5ea2d9b1159f0e2092bc0210,14,The bear then chases the boy all the way back to the cabin.
5ea2d9b1159f0e2092bc0210,15,He manages to get in the cabin and lock the bear outside.
5ea2d9b1159f0e2092bc0210,16,"And says to his friends ""I brought you the bear, now its your turn to skin it!"""
5ea2d9b1159f0e2092bc0210,17,This story took place 30 years ago.
5ea2d9b1159f0e2092bc0210,18,And they have not been on a hunting trip again since.
66634d3d893aa52a324be299,1,This is a story about me and some friends.
66634d3d893aa52a324be299,2,We met back in 1949.
66634d3d893aa52a324be299,3,We were in school together.
66634d3d893aa52a324be299,4,"When we graduated, we all went off to school."
66634d3d893aa52a324be299,5,We found out that we were in the same school.
66634d3d893aa52a324be299,6,The four of us became good friends.
66634d3d893aa52a324be299,7,Now I¡¯m a farm boy.
66634d3d893aa52a324be299,8,I grew up on a farm.
66634d3d893aa52a324be299,9,The other three were city guys.
66634d3d893aa52a324be299,10,They¡¯d come over to help out at the farm.
66634d3d893aa52a324be299,11,"Although I didn¡¯t enjoy it much, I went along with them to be with the group."
66634d3d893aa52a324be299,12,They loved hunting rabbits.
66634d3d893aa52a324be299,13,I¡¯d join them.
66634d3d893aa52a324be299,14,One day they mentioned that they wanted to hunt a bear up in Canada.
66634d3d893aa52a324be299,15,I wasn¡¯t really thrilled at the idea.
66634d3d893aa52a324be299,16,I had no real reason as to why we couldn¡¯t go.
66634d3d893aa52a324be299,17,So we packed up and make our way to Canada.
66634d3d893aa52a324be299,18,We landed in the water.
66634d3d893aa52a324be299,19,We then canoed as far as we could go.
66634d3d893aa52a324be299,20,"When we got to land, we had to walk 500 miles it seemed like."
66634d3d893aa52a324be299,21,"When we got to the cabin, the forest was spooky."
66634d3d893aa52a324be299,22,None of the guys wanted to venture outside.
66634d3d893aa52a324be299,23,We stayed there for three or four days.
66634d3d893aa52a324be299,24,We played cards.
66634d3d893aa52a324be299,25,We ate.
66634d3d893aa52a324be299,26,We slept.
66634d3d893aa52a324be299,27,One of the guys mentioned that we needed to bring a bear back since a lot of people knew we were coming to hunt bears.
66634d3d893aa52a324be299,28,Now no one was looking to be the guy that went out in the spooky woods trying to hunt a bear.
66634d3d893aa52a324be299,29,So me being the farmer went out into the woods.
66634d3d893aa52a324be299,30,The others were going to skin the bear and prep it to take back with us.
66634d3d893aa52a324be299,31,"When I went outside, I saw the biggest bear anyone¡¯s ever seen."
66634d3d893aa52a324be299,32,I turned around and started back towards the cabin.
66634d3d893aa52a324be299,33,I thought I was fast.
66634d3d893aa52a324be299,34,The bear was gaining.
66634d3d893aa52a324be299,35,"As I got close to the cabin I started yelling OPEN THE DOOR, OPEN THE DOOR."
66634d3d893aa52a324be299,36,"When the guys opened the door, I took a quick left."
66634d3d893aa52a324be299,37,I quickly shut the door behind the bear.
66634d3d893aa52a324be299,38,"I shouted out, SKIN THE BEAR, I¡¯LL GO FIND US ANOTHER ONE."
66634d3d893aa52a324be299,39,Now this was 30 years ago.
66634d3d893aa52a324be299,40,Can you imagine that not one of the guys asked me to go hunting with them since then?
5f61371454efa10bdcfc588d,1,"I have3 friends that I have know since school days,"
5f61371454efa10bdcfc588d,2,although we didn't go to the same schools we would meet at events because we were all athletes.
5f61371454efa10bdcfc588d,3,We did all meet up as we attended the same college.
5f61371454efa10bdcfc588d,4,"The other 3 guys we all from the city, but I was from a rural farm."
5f61371454efa10bdcfc588d,5,They all used to enjoy visiting the farm to help out as they were all quite physical.
5f61371454efa10bdcfc588d,6,They also like to go hunting for rabbits and the like.
5f61371454efa10bdcfc588d,7,"Although, even growing up on a farm I did not like hunting."
5f61371454efa10bdcfc588d,8,We would often meet up.
5f61371454efa10bdcfc588d,9,But after several years one of the guys said about going bear hunting.
5f61371454efa10bdcfc588d,10,"Even thought this was not something I liked, I agreed to go as we are all part of the group and I didn't have a good excuse."
5f61371454efa10bdcfc588d,11,"So they planned a trip to the north woods in Canada, we flew up from Fort Wayne and landed on a lake."
5f61371454efa10bdcfc588d,12,"We hired some canoes to paddle as far as wee could, seemed like over a day."
5f61371454efa10bdcfc588d,13,We then left the canoes and had a long hike to an old cabin they had rented.
5f61371454efa10bdcfc588d,14,It seems like we must have hiked hundreds of miles.
5f61371454efa10bdcfc588d,15,"We settled into the cabin but didn't like the look of the woods, we all found it a bit spooky."
5f61371454efa10bdcfc588d,16,So much that we would not go outside at night.
5f61371454efa10bdcfc588d,17,We just chatted and played cards for several days.
5f61371454efa10bdcfc588d,18,"When it got near to the time of leaving, one of the guys thought we would be embarrassed not returning with a bear."
5f61371454efa10bdcfc588d,19,As a group we decided to cut a deck of cards to decide who would hunt for a bear before I return.
5f61371454efa10bdcfc588d,20,"As you might guess I was the one who drew the high card, the one who didn't like hunting."
5f61371454efa10bdcfc588d,21,"I had to follow through, so it was agreed I would hunt the bear and the rest would skin and butcher the bear."
5f61371454efa10bdcfc588d,22,"I wen out with the old rifle to hunt a bear, it seemed like I wasn't going to find one."
5f61371454efa10bdcfc588d,23,"But I heard a noise and turned around to see a huge bear, the biggest bear I had seen even in pictures."
5f61371454efa10bdcfc588d,24,"I raised the rifle , aimed at the bear and pulled the trigger."
5f61371454efa10bdcfc588d,25,"Nothing, I had forgotten to load the rifle."
5f61371454efa10bdcfc588d,26,"The bear decided it was going to defend its territory and started towards me, I just turned and ran as fast as I could towards the cabin."
5f61371454efa10bdcfc588d,27,Even though in good shape the bear was gaining.
5f61371454efa10bdcfc588d,28,"Finally the cabin was inside, I shouted for help, called for them to open the door."
5f61371454efa10bdcfc588d,29,The bear was almost on me as a reached the door.
5f61371454efa10bdcfc588d,30,"But rather than go in i swerved to the left of the door, the bear couldn't stop and ran straight into the cabin."
5f61371454efa10bdcfc588d,31,"I quickly closed the door and called to the guys, over to you, I have hunted the bear, now it is your turn to process the bear."
5f61371454efa10bdcfc588d,32,This is what happened over 30 years ago.
5f61371454efa10bdcfc588d,33,They have never asked me to go hunting with them since.
62e94c384f809b7d0831f4ea,1,A bunch of high school friends
62e94c384f809b7d0831f4ea,2,who became friends in adult time
62e94c384f809b7d0831f4ea,3,went hunting in Canada.
62e94c384f809b7d0831f4ea,4,They hired a cabin in the woods
62e94c384f809b7d0831f4ea,5,and didnt go out hunting
62e94c384f809b7d0831f4ea,6,because they were all too scared
62e94c384f809b7d0831f4ea,7,until one day
62e94c384f809b7d0831f4ea,8,they played a game of high card
62e94c384f809b7d0831f4ea,9,to decide who goes hunting.
62e94c384f809b7d0831f4ea,10,The story teller got the high card
62e94c384f809b7d0831f4ea,11,"and went out to find a bear,"
62e94c384f809b7d0831f4ea,12,the gun wasnt loaded
62e94c384f809b7d0831f4ea,13,so he didnt kill it
62e94c384f809b7d0831f4ea,14,but instead got chased to the cabin
62e94c384f809b7d0831f4ea,15,where he managed to get in
62e94c384f809b7d0831f4ea,16,but the bear was outside.
62e94c384f809b7d0831f4ea,17,no more invites to the hunting parties were made.
60250e892b5c5727eeeef076,1,A group of four friends who had met long before college had a planned a bear hunt.
60250e892b5c5727eeeef076,2,Three were from the city and one was from a farm background.
60250e892b5c5727eeeef076,3,All of them were of strong build and liked to help out on the farm and hunt squirrels and other small creatures.
60250e892b5c5727eeeef076,4,In 1949 they planned a bear hunt despite the boy from the farming background being indifferent to the trip.
60250e892b5c5727eeeef076,5,They flew up from Fort Worth into Canada with a view to canoeing up to the Great North Woods.
60250e892b5c5727eeeef076,6,They canoed some great distance and then backpacked up to a cabin that they had rented.
60250e892b5c5727eeeef076,7,The bulk of the time they played cards and did not go out at night.
60250e892b5c5727eeeef076,8,They felt that they had to have some thing to bring back and drew cards to decide who would go out and get the bear.
60250e892b5c5727eeeef076,9,The farm boy went out but had not loaded his rifle.
60250e892b5c5727eeeef076,10,He found a bear that chased him all the way back to the cabin.
60250e892b5c5727eeeef076,11,He yelled to them to open the cabin door and the bear rushed into the cabin.
60250e892b5c5727eeeef076,12,He announced that he had delivered the bear and joked that he was going back for another one.
60250e892b5c5727eeeef076,13,Years later they laughed but he remarked that he was never asked to go on another bear hunt.
5ea07f2c55a2bd050fd8f70b,1,We were all friends the four of us from school.
5ea07f2c55a2bd050fd8f70b,2,I lived on the farm and my buddies were from the city.
5ea07f2c55a2bd050fd8f70b,3,They liked to come to the farm after we went to college and they wanted to do some hunting.
5ea07f2c55a2bd050fd8f70b,4,"Even though I was from a farm, I was not a fan of hunting but I went along when we went hunting for squirrels etc."
5ea07f2c55a2bd050fd8f70b,5,"As we grew older, someone suggested that we go bear hunting in Canada."
5ea07f2c55a2bd050fd8f70b,6,The other three were mad keen but I was not but allowed them to talk me into it.
5ea07f2c55a2bd050fd8f70b,7,We took a plane way up north then had to travel a further 500 miles to our hut in the woods.
5ea07f2c55a2bd050fd8f70b,8,By this time my 3 friends were not as mad keen as they were about hunting bear.
5ea07f2c55a2bd050fd8f70b,9,We sat around eating and playing cards however we knew that because we had talked about bear hunting so much before we came we knew we had to take one back or we would be totally ridiculed on our return.
5ea07f2c55a2bd050fd8f70b,10,We decided whoever had the highest card number was the one to hunt the bear needless to say I was the guy who ended up with the job.
5ea07f2c55a2bd050fd8f70b,11,"When I eventually came across a bear, I could not believe how big it was when I fired my gun I had forgot to load it so had to make a run for it chased by the bear."
5ea07f2c55a2bd050fd8f70b,12,"I eventually got back to the cabin, opened the door and left my friends to deal with the bear."
5ea07f2c55a2bd050fd8f70b,13,Needless to say my friends have never asked to go hunting again.
6554cfc335ac9ff968a5f162,1,"Three friends who met in 1949,"
6554cfc335ac9ff968a5f162,2,"who used to be athletes,"
6554cfc335ac9ff968a5f162,3,decided to bear hunting.
6554cfc335ac9ff968a5f162,4,One friend was reluctantly persuaded to join in.
6554cfc335ac9ff968a5f162,5,"For a while they used to hunt rabbits and squirrels,"
6554cfc335ac9ff968a5f162,6,but then decided to take a holiday to a cabin in the woods to hunt a bear.
6554cfc335ac9ff968a5f162,7,Nobody could be bothered to go out in the spooky woods to find a bear for three or four days
6554cfc335ac9ff968a5f162,8,so they just say around the campfire playing cards and talking.
6554cfc335ac9ff968a5f162,9,Eventually they decided that they have to find a bear
6554cfc335ac9ff968a5f162,10,otherwise they'd be given a hard time if they returned empty-handed.
6554cfc335ac9ff968a5f162,11,"The three friends decided to cut the deck,"
6554cfc335ac9ff968a5f162,12,and the person who drew the highest card had to go and find a bear.
6554cfc335ac9ff968a5f162,13,The friend that didn't really enjoy hunting drew the highest card.
6554cfc335ac9ff968a5f162,14,"Off he went to find a bear,"
6554cfc335ac9ff968a5f162,15,"Eventually, he turned around to see the biggest bear of his life standing in front of him."
6554cfc335ac9ff968a5f162,16,"He pulled the trigger of the gun he was carrying,"
6554cfc335ac9ff968a5f162,17,but he'd forgotten to load the turkey.
6554cfc335ac9ff968a5f162,18,"So he ran all the way back to the cabin with the bear chasing him,"
6554cfc335ac9ff968a5f162,19,yelling at his friends as he approached to open the door.
6554cfc335ac9ff968a5f162,20,At the last minute he dodged the doorway and the bear ran straight into the cabin.
